depth,nx,ny,T,decode_T,pointwise_limit,x_pos,y_pos,product_offsets,cost,cost_per_mult,cost_per_decode_mult,max_adjacent_overlap,total_overlap,pointwise_overlap,is_prefill_pareto,is_decode_pareto,source
5,5,2,10,2,4,0 3 6 9 12,0 8,0 3 6 8 9 11 12 14 17 20,34,3.400000,17.000000,5,34,4,0,0,solver
5,5,2,10,2,4,0 3 6 9 12,0 7,0 3 6 7 9 10 12 13 16 19,35,3.500000,17.500000,5,35,4,0,0,solver
5,5,2,10,2,4,0 3 6 9 12,0 5,0 3 5 6 8 9 11 12 14 17,37,3.700000,18.500000,5,37,4,0,0,solver
5,5,2,10,2,4,0 3 6 9 12,0 4,0 3 4 6 7 9 10 12 13 16,38,3.800000,19.000000,5,38,4,0,0,solver
5,5,3,15,3,4,0 3 6 10 14,0 9 18,0 3 6 9 10 12 14 15 18 19 21 23 24 28 32,52,3.466667,17.333333,5,52,4,0,0,solver
5,5,3,15,3,4,0 3 6 9 13,0 11 23,0 3 6 9 11 13 14 17 20 23 24 26 29 32 36,48,3.200000,16.000000,5,48,4,0,0,solver
5,5,3,15,3,4,0 3 6 9 13,0 11 22,0 3 6 9 11 13 14 17 20 22 24 25 28 31 35,49,3.266667,16.333333,5,49,4,0,0,solver
5,5,3,15,3,4,0 3 6 9 13,0 8 16,0 3 6 8 9 11 13 14 16 17 19 21 22 25 29,55,3.666667,18.333333,5,55,4,0,0,solver
5,5,3,15,3,4,0 3 6 9 12,0 11 22,0 3 6 9 11 12 14 17 20 22 23 25 28 31 34,50,3.333333,16.666667,5,50,4,0,0,solver
5,5,3,15,3,4,0 3 6 9 12,0 10 21,0 3 6 9 10 12 13 16 19 21 22 24 27 30 33,51,3.400000,17.000000,5,51,4,0,0,solver
5,5,3,15,3,4,0 3 6 9 12,0 10 20,0 3 6 9 10 12 13 16 19 20 22 23 26 29 32,52,3.466667,17.333333,5,52,4,0,0,solver
5,5,3,15,3,4,0 3 6 9 12,0 8 16,0 3 6 8 9 11 12 14 16 17 19 20 22 25 28,56,3.733333,18.666667,5,56,4,0,0,solver
5,5,3,15,3,4,0 3 6 9 12,0 7 15,0 3 6 7 9 10 12 13 15 16 18 19 21 24 27,57,3.800000,19.000000,5,57,4,0,0,solver
5,5,4,20,4,4,0 3 6 9 12,0 7 15 23,0 3 6 7 9 10 12 13 15 16 18 19 21 23 24 26 27 29 32 35,79,3.950000,19.750000,5,79,4,1,0,solver
6,1,2,2,2,4,0,0 23,0 23,-17,-8.500000,-8.500000,0,0,1,1,0,solver
6,1,2,2,2,4,0,0 22,0 22,-16,-8.000000,-8.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 21,0 21,-15,-7.500000,-7.500000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 20,0 20,-14,-7.000000,-7.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 19,0 19,-13,-6.500000,-6.500000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 18,0 18,-12,-6.000000,-6.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 17,0 17,-11,-5.500000,-5.500000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 16,0 16,-10,-5.000000,-5.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 15,0 15,-9,-4.500000,-4.500000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 14,0 14,-8,-4.000000,-4.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 13,0 13,-7,-3.500000,-3.500000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 12,0 12,-6,-3.000000,-3.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 11,0 11,-5,-2.500000,-2.500000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 10,0 10,-4,-2.000000,-2.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 9,0 9,-3,-1.500000,-1.500000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 8,0 8,-2,-1.000000,-1.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 7,0 7,-1,-0.500000,-0.500000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 6,0 6,0,0.000000,0.000000,0,0,1,0,0,solver
6,1,2,2,2,4,0,0 5,0 5,1,0.500000,0.500000,1,1,2,0,0,solver
6,1,2,2,2,4,0,0 4,0 4,2,1.000000,1.000000,2,2,2,0,0,solver
6,1,2,2,2,4,0,0 3,0 3,3,1.500000,1.500000,3,3,2,0,0,solver
6,1,3,3,3,4,0,0 11 23,0 11 23,-11,-3.666667,-3.666667,0,0,1,0,1,solver
6,1,3,3,3,4,0,0 11 22,0 11 22,-10,-3.333333,-3.333333,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 10 21,0 10 21,-9,-3.000000,-3.000000,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 10 20,0 10 20,-8,-2.666667,-2.666667,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 9 19,0 9 19,-7,-2.333333,-2.333333,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 9 18,0 9 18,-6,-2.000000,-2.000000,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 8 17,0 8 17,-5,-1.666667,-1.666667,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 8 16,0 8 16,-4,-1.333333,-1.333333,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 7 15,0 7 15,-3,-1.000000,-1.000000,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 7 14,0 7 14,-2,-0.666667,-0.666667,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 6 13,0 6 13,-1,-0.333333,-0.333333,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 6 12,0 6 12,0,0.000000,0.000000,0,0,1,0,0,solver
6,1,3,3,3,4,0,0 5 11,0 5 11,1,0.333333,0.333333,1,1,2,0,0,solver
6,1,3,3,3,4,0,0 5 10,0 5 10,2,0.666667,0.666667,1,2,2,0,0,solver
6,1,3,3,3,4,0,0 4 9,0 4 9,3,1.000000,1.000000,2,3,2,0,0,solver
6,1,3,3,3,4,0,0 4 8,0 4 8,4,1.333333,1.333333,2,4,2,0,0,solver
6,1,3,3,3,4,0,0 3 7,0 3 7,5,1.666667,1.666667,3,5,2,0,0,solver
6,1,3,3,3,4,0,0 3 6,0 3 6,6,2.000000,2.000000,3,6,2,0,0,solver
6,1,4,4,4,4,0,0 7 15 23,0 7 15 23,-5,-1.250000,-1.250000,0,0,1,0,1,solver
6,1,4,4,4,4,0,0 7 14 22,0 7 14 22,-4,-1.000000,-1.000000,0,0,1,0,0,solver
6,1,4,4,4,4,0,0 7 14 21,0 7 14 21,-3,-0.750000,-0.750000,0,0,1,0,0,solver
6,1,4,4,4,4,0,0 6 13 20,0 6 13 20,-2,-0.500000,-0.500000,0,0,1,0,0,solver
6,1,4,4,4,4,0,0 6 12 19,0 6 12 19,-1,-0.250000,-0.250000,0,0,1,0,0,solver
6,1,4,4,4,4,0,0 6 12 18,0 6 12 18,0,0.000000,0.000000,0,0,1,0,0,solver
6,1,4,4,4,4,0,0 5 11 17,0 5 11 17,1,0.250000,0.250000,1,1,2,0,0,solver
6,1,4,4,4,4,0,0 5 10 16,0 5 10 16,2,0.500000,0.500000,1,2,2,0,0,solver
6,1,4,4,4,4,0,0 5 10 15,0 5 10 15,3,0.750000,0.750000,1,3,2,0,0,solver
6,1,4,4,4,4,0,0 4 9 14,0 4 9 14,4,1.000000,1.000000,2,4,2,0,0,solver
6,1,4,4,4,4,0,0 4 8 13,0 4 8 13,5,1.250000,1.250000,2,5,2,0,0,solver
6,1,4,4,4,4,0,0 4 8 12,0 4 8 12,6,1.500000,1.500000,2,6,2,0,0,solver
6,1,4,4,4,4,0,0 3 7 11,0 3 7 11,7,1.750000,1.750000,3,7,2,0,0,solver
6,1,4,4,4,4,0,0 3 6 10,0 3 6 10,8,2.000000,2.000000,3,8,2,0,0,solver
6,1,4,4,4,4,0,0 3 6 9,0 3 6 9,9,2.250000,2.250000,3,9,2,0,0,solver
6,1,5,5,5,4,0,0 5 11 17 23,0 5 11 17 23,1,0.200000,0.200000,1,1,2,0,1,solver
6,1,5,5,5,4,0,0 5 10 16 22,0 5 10 16 22,2,0.400000,0.400000,1,2,2,0,0,solver
6,1,5,5,5,4,0,0 5 10 15 21,0 5 10 15 21,3,0.600000,0.600000,1,3,2,0,0,solver
6,1,5,5,5,4,0,0 5 10 15 20,0 5 10 15 20,4,0.800000,0.800000,1,4,2,0,0,solver
6,1,5,5,5,4,0,0 4 9 14 19,0 4 9 14 19,5,1.000000,1.000000,2,5,2,0,0,solver
6,1,5,5,5,4,0,0 4 8 13 18,0 4 8 13 18,6,1.200000,1.200000,2,6,2,0,0,solver
6,1,5,5,5,4,0,0 4 8 12 17,0 4 8 12 17,7,1.400000,1.400000,2,7,2,0,0,solver
6,1,5,5,5,4,0,0 4 8 12 16,0 4 8 12 16,8,1.600000,1.600000,2,8,2,0,0,solver
6,1,5,5,5,4,0,0 3 7 11 15,0 3 7 11 15,9,1.800000,1.800000,3,9,2,0,0,solver
6,1,5,5,5,4,0,0 3 6 10 14,0 3 6 10 14,10,2.000000,2.000000,3,10,2,0,0,solver
6,1,5,5,5,4,0,0 3 6 9 13,0 3 6 9 13,11,2.200000,2.200000,3,11,2,0,0,solver
6,1,5,5,5,4,0,0 3 6 9 12,0 3 6 9 12,12,2.400000,2.400000,3,12,2,0,0,solver
6,1,6,6,6,4,0,0 4 8 13 18 23,0 4 8 13 18 23,7,1.166667,1.166667,2,7,2,0,1,solver
6,1,6,6,6,4,0,0 4 8 12 17 22,0 4 8 12 17 22,8,1.333333,1.333333,2,8,2,0,0,solver
6,1,6,6,6,4,0,0 4 8 12 16 21,0 4 8 12 16 21,9,1.500000,1.500000,2,9,2,0,0,solver
6,1,6,6,6,4,0,0 4 8 12 16 20,0 4 8 12 16 20,10,1.666667,1.666667,2,10,2,0,0,solver
6,1,6,6,6,4,0,0 3 7 11 15 19,0 3 7 11 15 19,11,1.833333,1.833333,3,11,2,0,0,solver
6,1,6,6,6,4,0,0 3 6 10 14 18,0 3 6 10 14 18,12,2.000000,2.000000,3,12,2,0,0,solver
6,1,6,6,6,4,0,0 3 6 9 13 17,0 3 6 9 13 17,13,2.166667,2.166667,3,13,2,0,0,solver
6,1,6,6,6,4,0,0 3 6 9 12 16,0 3 6 9 12 16,14,2.333333,2.333333,3,14,2,0,0,solver
6,1,6,6,6,4,0,0 3 6 9 12 15,0 3 6 9 12 15,15,2.500000,2.500000,3,15,2,0,0,solver
6,1,7,7,7,4,0,0 3 7 11 15 19 23,0 3 7 11 15 19 23,13,1.857143,1.857143,3,13,2,0,1,solver
6,1,7,7,7,4,0,0 3 6 10 14 18 22,0 3 6 10 14 18 22,14,2.000000,2.000000,3,14,2,0,0,solver
6,1,7,7,7,4,0,0 3 6 9 13 17 21,0 3 6 9 13 17 21,15,2.142857,2.142857,3,15,2,0,0,solver
6,1,7,7,7,4,0,0 3 6 9 12 16 20,0 3 6 9 12 16 20,16,2.285714,2.285714,3,16,2,0,0,solver
6,1,7,7,7,4,0,0 3 6 9 12 15 19,0 3 6 9 12 15 19,17,2.428571,2.428571,3,17,2,0,0,solver
6,1,7,7,7,4,0,0 3 6 9 12 15 18,0 3 6 9 12 15 18,18,2.571429,2.571429,3,18,2,0,0,solver
6,1,8,8,8,4,0,0 3 6 9 12 15 19 23,0 3 6 9 12 15 19 23,19,2.375000,2.375000,3,19,2,0,1,solver
6,1,8,8,8,4,0,0 3 6 9 12 15 18 22,0 3 6 9 12 15 18 22,20,2.500000,2.500000,3,20,2,0,0,solver
6,1,8,8,8,4,0,0 3 6 9 12 15 18 21,0 3 6 9 12 15 18 21,21,2.625000,2.625000,3,21,2,0,0,solver
6,2,1,2,1,4,0 14,0,0 14,-8,-4.000000,-8.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 13,0,0 13,-7,-3.500000,-7.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 12,0,0 12,-6,-3.000000,-6.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 11,0,0 11,-5,-2.500000,-5.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 10,0,0 10,-4,-2.000000,-4.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 9,0,0 9,-3,-1.500000,-3.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 8,0,0 8,-2,-1.000000,-2.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 7,0,0 7,-1,-0.500000,-1.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 6,0,0 6,0,0.000000,0.000000,0,0,1,0,0,solver
6,2,1,2,1,4,0 5,0,0 5,1,0.500000,1.000000,1,1,2,0,0,solver
6,2,1,2,1,4,0 4,0,0 4,2,1.000000,2.000000,2,2,2,0,0,solver
6,2,1,2,1,4,0 3,0,0 3,3,1.500000,3.000000,3,3,2,0,0,solver
6,2,2,4,2,4,0 14,0 23,0 14 23 37,-19,-4.750000,-9.500000,0,0,1,1,1,solver
6,2,2,4,2,4,0 14,0 22,0 14 22 36,-18,-4.500000,-9.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 14,0 21,0 14 21 35,-17,-4.250000,-8.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 14,0 20,0 14 20 34,-16,-4.000000,-8.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 14,0 19,0 14 19 33,-15,-3.750000,-7.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 14,0 18,0 14 18 32,-14,-3.500000,-7.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 14,0 17,0 14 17 31,-13,-3.250000,-6.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 14,0 16,0 14 16 30,-12,-3.000000,-6.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 14,0 15,0 14 15 29,-11,-2.750000,-5.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 14,0 14,0 14 14 28,-10,-2.500000,-5.000000,6,6,2,0,0,solver
6,2,2,4,2,4,0 14,0 13,0 13 14 27,-9,-2.250000,-4.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 14,0 12,0 12 14 26,-8,-2.000000,-4.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 14,0 11,0 11 14 25,-7,-1.750000,-3.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 14,0 10,0 10 14 24,-6,-1.500000,-3.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 14,0 9,0 9 14 23,-5,-1.250000,-2.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 14,0 8,0 8 14 22,-4,-1.000000,-2.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 14,0 7,0 7 14 21,-3,-0.750000,-1.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 14,0 6,0 6 14 20,-2,-0.500000,-1.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 14,0 5,0 5 14 19,-1,-0.250000,-0.500000,1,2,2,0,0,solver
6,2,2,4,2,4,0 14,0 4,0 4 14 18,0,0.000000,0.000000,2,4,2,0,0,solver
6,2,2,4,2,4,0 14,0 3,0 3 14 17,1,0.250000,0.500000,3,6,2,0,0,solver
6,2,2,4,2,4,0 13,0 23,0 13 23 36,-18,-4.500000,-9.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 13,0 22,0 13 22 35,-17,-4.250000,-8.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 13,0 21,0 13 21 34,-16,-4.000000,-8.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 13,0 20,0 13 20 33,-15,-3.750000,-7.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 13,0 19,0 13 19 32,-14,-3.500000,-7.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 13,0 18,0 13 18 31,-13,-3.250000,-6.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 13,0 17,0 13 17 30,-12,-3.000000,-6.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 13,0 16,0 13 16 29,-11,-2.750000,-5.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 13,0 15,0 13 15 28,-10,-2.500000,-5.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 13,0 14,0 13 14 27,-9,-2.250000,-4.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 13,0 13,0 13 13 26,-8,-2.000000,-4.000000,6,6,2,0,0,solver
6,2,2,4,2,4,0 13,0 12,0 12 13 25,-7,-1.750000,-3.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 13,0 11,0 11 13 24,-6,-1.500000,-3.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 13,0 10,0 10 13 23,-5,-1.250000,-2.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 13,0 9,0 9 13 22,-4,-1.000000,-2.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 13,0 8,0 8 13 21,-3,-0.750000,-1.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 13,0 7,0 7 13 20,-2,-0.500000,-1.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 13,0 6,0 6 13 19,-1,-0.250000,-0.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 13,0 5,0 5 13 18,0,0.000000,0.000000,1,2,2,0,0,solver
6,2,2,4,2,4,0 13,0 4,0 4 13 17,1,0.250000,0.500000,2,4,2,0,0,solver
6,2,2,4,2,4,0 13,0 3,0 3 13 16,2,0.500000,1.000000,3,6,2,0,0,solver
6,2,2,4,2,4,0 12,0 23,0 12 23 35,-17,-4.250000,-8.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 12,0 22,0 12 22 34,-16,-4.000000,-8.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 12,0 21,0 12 21 33,-15,-3.750000,-7.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 12,0 20,0 12 20 32,-14,-3.500000,-7.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 12,0 19,0 12 19 31,-13,-3.250000,-6.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 12,0 18,0 12 18 30,-12,-3.000000,-6.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 12,0 17,0 12 17 29,-11,-2.750000,-5.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 12,0 16,0 12 16 28,-10,-2.500000,-5.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 12,0 15,0 12 15 27,-9,-2.250000,-4.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 12,0 14,0 12 14 26,-8,-2.000000,-4.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 12,0 13,0 12 13 25,-7,-1.750000,-3.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 12,0 12,0 12 12 24,-6,-1.500000,-3.000000,6,6,2,0,0,solver
6,2,2,4,2,4,0 12,0 11,0 11 12 23,-5,-1.250000,-2.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 12,0 10,0 10 12 22,-4,-1.000000,-2.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 12,0 9,0 9 12 21,-3,-0.750000,-1.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 12,0 8,0 8 12 20,-2,-0.500000,-1.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 12,0 7,0 7 12 19,-1,-0.250000,-0.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 12,0 6,0 6 12 18,0,0.000000,0.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 12,0 5,0 5 12 17,1,0.250000,0.500000,1,2,2,0,0,solver
6,2,2,4,2,4,0 12,0 4,0 4 12 16,2,0.500000,1.000000,2,4,2,0,0,solver
6,2,2,4,2,4,0 12,0 3,0 3 12 15,3,0.750000,1.500000,3,6,2,0,0,solver
6,2,2,4,2,4,0 11,0 23,0 11 23 34,-16,-4.000000,-8.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 11,0 22,0 11 22 33,-15,-3.750000,-7.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 11,0 21,0 11 21 32,-14,-3.500000,-7.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 11,0 20,0 11 20 31,-13,-3.250000,-6.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 11,0 19,0 11 19 30,-12,-3.000000,-6.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 11,0 18,0 11 18 29,-11,-2.750000,-5.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 11,0 17,0 11 17 28,-10,-2.500000,-5.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 11,0 16,0 11 16 27,-9,-2.250000,-4.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 11,0 15,0 11 15 26,-8,-2.000000,-4.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 11,0 14,0 11 14 25,-7,-1.750000,-3.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 11,0 13,0 11 13 24,-6,-1.500000,-3.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 11,0 12,0 11 12 23,-5,-1.250000,-2.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 11,0 11,0 11 11 22,-4,-1.000000,-2.000000,6,6,2,0,0,solver
6,2,2,4,2,4,0 11,0 10,0 10 11 21,-3,-0.750000,-1.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 11,0 9,0 9 11 20,-2,-0.500000,-1.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 11,0 8,0 8 11 19,-1,-0.250000,-0.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 11,0 7,0 7 11 18,0,0.000000,0.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 11,0 6,0 6 11 17,1,0.250000,0.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 11,0 5,0 5 11 16,2,0.500000,1.000000,1,2,2,0,0,solver
6,2,2,4,2,4,0 11,0 4,0 4 11 15,3,0.750000,1.500000,2,4,2,0,0,solver
6,2,2,4,2,4,0 11,0 3,0 3 11 14,4,1.000000,2.000000,3,6,2,0,0,solver
6,2,2,4,2,4,0 10,0 23,0 10 23 33,-15,-3.750000,-7.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 10,0 22,0 10 22 32,-14,-3.500000,-7.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 10,0 21,0 10 21 31,-13,-3.250000,-6.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 10,0 20,0 10 20 30,-12,-3.000000,-6.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 10,0 19,0 10 19 29,-11,-2.750000,-5.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 10,0 18,0 10 18 28,-10,-2.500000,-5.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 10,0 17,0 10 17 27,-9,-2.250000,-4.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 10,0 16,0 10 16 26,-8,-2.000000,-4.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 10,0 15,0 10 15 25,-7,-1.750000,-3.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 10,0 14,0 10 14 24,-6,-1.500000,-3.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 10,0 13,0 10 13 23,-5,-1.250000,-2.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 10,0 12,0 10 12 22,-4,-1.000000,-2.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 10,0 11,0 10 11 21,-3,-0.750000,-1.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 10,0 10,0 10 10 20,-2,-0.500000,-1.000000,6,6,2,0,0,solver
6,2,2,4,2,4,0 10,0 9,0 9 10 19,-1,-0.250000,-0.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 10,0 8,0 8 10 18,0,0.000000,0.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 10,0 7,0 7 10 17,1,0.250000,0.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 10,0 6,0 6 10 16,2,0.500000,1.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 10,0 5,0 5 10 15,3,0.750000,1.500000,1,3,2,0,0,solver
6,2,2,4,2,4,0 10,0 4,0 4 10 14,4,1.000000,2.000000,2,4,2,0,0,solver
6,2,2,4,2,4,0 10,0 3,0 3 10 13,5,1.250000,2.500000,3,6,2,0,0,solver
6,2,2,4,2,4,0 9,0 23,0 9 23 32,-14,-3.500000,-7.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 22,0 9 22 31,-13,-3.250000,-6.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 21,0 9 21 30,-12,-3.000000,-6.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 20,0 9 20 29,-11,-2.750000,-5.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 19,0 9 19 28,-10,-2.500000,-5.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 18,0 9 18 27,-9,-2.250000,-4.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 17,0 9 17 26,-8,-2.000000,-4.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 16,0 9 16 25,-7,-1.750000,-3.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 15,0 9 15 24,-6,-1.500000,-3.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 9,0 14,0 9 14 23,-5,-1.250000,-2.500000,1,1,2,0,0,solver
6,2,2,4,2,4,0 9,0 13,0 9 13 22,-4,-1.000000,-2.000000,2,2,2,0,0,solver
6,2,2,4,2,4,0 9,0 12,0 9 12 21,-3,-0.750000,-1.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 9,0 11,0 9 11 20,-2,-0.500000,-1.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 9,0 10,0 9 10 19,-1,-0.250000,-0.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 9,0 9,0 9 9 18,0,0.000000,0.000000,6,6,2,0,0,solver
6,2,2,4,2,4,0 9,0 8,0 8 9 17,1,0.250000,0.500000,5,5,2,0,0,solver
6,2,2,4,2,4,0 9,0 7,0 7 9 16,2,0.500000,1.000000,4,4,2,0,0,solver
6,2,2,4,2,4,0 9,0 6,0 6 9 15,3,0.750000,1.500000,3,3,2,0,0,solver
6,2,2,4,2,4,0 9,0 5,0 5 9 14,4,1.000000,2.000000,2,4,2,0,0,solver
6,2,2,4,2,4,0 9,0 4,0 4 9 13,5,1.250000,2.500000,2,5,2,0,0,solver
6,2,2,4,2,4,0 9,0 3,0 3 9 12,6,1.500000,3.000000,3,6,2,0,0,solver
6,2,2,4,2,4,0 8,0 23,0 8 23 31,-13,-3.250000,-6.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 8,0 22,0 8 22 30,-12,-3.000000,-6.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 8,0 21,0 8 21 29,-11,-2.750000,-5.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 8,0 20,0 8 20 28,-10,-2.500000,-5.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 8,0 19,0 8 19 27,-9,-2.250000,-4.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 8,0 18,0 8 18 26,-8,-2.000000,-4.000000,0,0,1,0,0,solver
6,2,2,4,2,4,0 8,0 17,0 8 17 25,-7,-1.750000,-3.500000,0,0,1,0,0,solver
6,2,2,4,2,4,0 8,0 16,0 8 16 24,-6,-1.500000,-3.000000,0,0,1,0,0,solver
